numero_de_ordem,anomes,cod_ncm,pais_de_origem,descricao_do_produto,peso_liquido,vmle_dolar
OP-1000329,2024-06,22042100,JAPAO,VINHO FINO TINTO SECO ELABORADO COM UVAS CABERNET SAUVIGNON SAFRA 2022 TEOR ALCOLICO 13.5% VOL GARRAFAS 750ML LOTE 117/24 EMBALAGEM PADRAO PALETIZADA,641.732,4320.02
OP-1000047,2024-06,84821010,ALEMANHA,ROLAMENTO DE ESFERAS RADIAL DE UMA CARREIRA REF 6205-2RS DIMENSAO 25X52X15 MM FOLGA C3 PARA MOTOR ELETRICO,0.105,9.01
OP-1000500,2024-02,84383000,INDIA,ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A MÁQUINAS E APARELHOS PARA A INDÚSTRIA DE AÇÚCAR,361.297,7313.24
OP-1000480,2023-05,09101200,ALEMANHA,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A GENGIBRE, TRITURADO OU EM PÓ",366.444,4396.84
OP-1000459,2024-08,60062100,MEXICO,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A OUTROS TECIDOS DE MALHA, DE ALGODÃO, CRUS OU BRANQUEADOS",123.647,2986.3
OP-1000251,2023-10,39233090,INDIA,FRASCOS DE POLIETILENO TEREFTALATO (PET) CAPACIDADE 500 ML CRISTAL TRANSPARENTE COM GARGALO 28MM PCO 1881 LOTE 409/24,879.977,7227.11
OP-1000242,2023-05,39233090,ITALIA,FRASCOS DE POLIETILENO TEREFTALATO (PET) CAPACIDADE 500 ML CRISTAL TRANSPARENTE COM GARGALO 28MM PCO 1881,1511.558,4095.16
OP-1000204,2024-01,30042099,INDIA,ANTIBIOTICO CEFTIOFUR SODICO ESTERIL PO PARA SUSPENSAO INJETAVEL USO VETERINARIO FRASCO 4G LOTE 436/22 EMBALAGEM PADRAO PALETIZADA,0.089,11.67
OP-1000402,2024-02,87089990,ALEMANHA,BARRA ESTABILIZADORA DA SUSPENSAO DIANTEIRA FORJADA EM ACO LIGA DE ALTA RESISTENCIA DIAMETRO 24MM LOTE 553/22,9.267,61.63
OP-1000158,2023-03,85365090,FRANCA,INTERRUPTOR SECCIONADOR ROTATIVO TRIPOLAR 63A 690V FIXACAO FRONTAL IP65 COM MANOPLA TRAVAVEL LOTE 757/21,0.292,41.92
OP-1000060,2024-10,84821010,JAPAO,ROLAMENTO DE ESFERAS RADIAL DE UMA CARREIRA REF 6205-2RS DIMENSAO 25X52X15 MM FOLGA C3 PARA MOTOR ELETRICO LOTE 512/23 EMBALAGEM PADRAO PALETIZADA,0.191,5.83
OP-1000433,2024-12,62131000,JAPAO,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A LENÇOS DE ASSOAR E DE BOLSO, DE SEDA/DESPERDÍCIOS DE SEDA",52.871,5321.65
OP-1000243,2024-06,39233090,FRANCA,FRASCOS DE POLIETILENO TEREFTALATO (PET) CAPACIDADE 500 ML CRISTAL TRANSPARENTE COM GARGALO 28MM PCO 1881 EMBALAGEM PADRAO PALETIZADA,1316.383,5934.89
OP-1000042,2023-01,84821010,INDIA,ROLAMENTO DE ESFERAS RADIAL DE UMA CARREIRA REF 6205-2RS DIMENSAO 25X52X15 MM FOLGA C3 PARA MOTOR ELETRICO LOTE 667/23 EMBALAGEM PADRAO PALETIZADA,0.189,7.37
OP-1000150,2024-10,85044021,ARGENTINA,FONTE DE ALIMENTACAO CHAVEADA AC/DC ENTRADA 100-240V SAIDA 24VDC 10A 240W MODELO HDR-240-24 TRILHO DIN LOTE 368/24 EMBALAGEM PADRAO PALETIZADA,0.743,35.91
OP-1000327,2023-12,22042100,FRANCA,VINHO FINO TINTO SECO ELABORADO COM UVAS CABERNET SAUVIGNON SAFRA 2022 TEOR ALCOLICO 13.5% VOL GARRAFAS 750ML EMBALAGEM PADRAO PALETIZADA,779.519,3369.28
OP-1000088,2024-09,84137090,ARGENTINA,BOMBA CENTRIFUGA MULTIESTAGIO VERTICAL POTENCIA 7.5 HP 220/380V VAZAO 12 M3/H PRESSAO 8.5 BAR ROTOR INOX LOTE 570/22,77.019,1217.58
OP-1000106,2023-06,85423190,ESTADOS UNIDOS,CIRCUITO INTEGRADO MICROCONTROLADOR SMD 32 BITS NUCLEO ARM CORTEX-M4 FLASH 512KB ENCAPSULAMENTO LQFP-64 EMBALAGEM PADRAO PALETIZADA,0.002,3.21
OP-1000014,2024-02,84818099,MEXICO,VALVULA DE CONTROLE PNEUMATICA MODELO VCP-40 DN 50 CORPO EM ACO INOX AISI 316 PRESSAO 150 LBS APLICACAO INDUSTRIAL LOTE 508/23,19.104,311.47
OP-1000495,2023-10,27160000,CHINA,ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A ENERGIA ELÉTRICA,160.04,9519.04
OP-1000103,2023-08,85423190,ESTADOS UNIDOS,CIRCUITO INTEGRADO MICROCONTROLADOR SMD 32 BITS NUCLEO ARM CORTEX-M4 FLASH 512KB ENCAPSULAMENTO LQFP-64 EMBALAGEM PADRAO PALETIZADA,0.003,5.37
OP-1000246,2023-04,39233090,CHINA,FRASCOS DE POLIETILENO TEREFTALATO (PET) CAPACIDADE 500 ML CRISTAL TRANSPARENTE COM GARGALO 28MM PCO 1881 LOTE 411/22,1010.324,5651.68
OP-1000308,2023-07,62034200,INDIA,CALCA MASCULINA DE TECIDO PLANO 100% ALGODAO DENIM SARJA 3X1 PESO 12 OZ TAMANHOS DIVERSOS LOTE 894/21,63.636,1291.59
OP-1000321,2023-11,22042100,FRANCA,VINHO FINO TINTO SECO ELABORADO COM UVAS CABERNET SAUVIGNON SAFRA 2022 TEOR ALCOLICO 13.5% VOL GARRAFAS 750ML LOTE 479/23,1091.344,5156.62
OP-1000499,2024-02,55152900,ALEMANHA,ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A OUTROS TECIDOS DE FIBRAS DESCONTÍNUAS ACRÍLICAS OU MODACRÍLICAS,27.724,3344.39
OP-1000422,2023-02,84219999,INDIA,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A OUTRAS PARTES DE APARELHOS PARA FILTRAR OU DEPURAR LÍQUIDOS, ETC.",401.755,7154.51
OP-1000151,2024-08,85365090,CHINA,INTERRUPTOR SECCIONADOR ROTATIVO TRIPOLAR 63A 690V FIXACAO FRONTAL IP65 COM MANOPLA TRAVAVEL LOTE 674/23 EMBALAGEM PADRAO PALETIZADA,0.287,27.04
OP-1000045,2023-09,84821010,COREIA DO SUL,ROLAMENTO DE ESFERAS RADIAL DE UMA CARREIRA REF 6205-2RS DIMENSAO 25X52X15 MM FOLGA C3 PARA MOTOR ELETRICO,0.217,4.6
OP-1000219,2023-08,39012010,CHINA,RESINA POLIETILENO DE ALTA DENSIDADE (PEAD) VIRGEM EM PELETS GRAU SOPRO INDICE FLUIDEZ 0.3 G/10MIN DENSIDADE 0.954 LOTE 912/24,25422.793,31436.83
OP-1000002,2024-02,84818099,MEXICO,VALVULA DE CONTROLE PNEUMATICA MODELO VCP-40 DN 50 CORPO EM ACO INOX AISI 316 PRESSAO 150 LBS APLICACAO INDUSTRIAL,21.964,388.34
OP-1000185,2024-01,30049099,ALEMANHA,MEDICAMENTO PARA USO HUMANO A BASE DE CLORIDRATO DE ONDANSETRONA 8MG COMPRIMIDOS CX C/ 30 UNIDADES LOTE 335/23,0.1,13.73
OP-1000028,2023-04,84818099,ESTADOS UNIDOS,VALVULA DE RETENCAO DE FLUXO REF VRET-12 EM BRONZE CONEXAO ROSCADA 1/2 POLEGADA NPT LOTE 462/24,1.464,49.32
OP-1000079,2023-05,84137090,COREIA DO SUL,BOMBA CENTRIFUGA MULTIESTAGIO VERTICAL POTENCIA 7.5 HP 220/380V VAZAO 12 M3/H PRESSAO 8.5 BAR ROTOR INOX LOTE 286/21,63.4,1120.9
OP-1000252,2023-03,39233090,FRANCA,FRASCOS DE POLIETILENO TEREFTALATO (PET) CAPACIDADE 500 ML CRISTAL TRANSPARENTE COM GARGALO 28MM PCO 1881 LOTE 261/24,1905.701,5256.86
OP-1000431,2024-02,03061610,CHINA,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A CAMARÕES DE ÁGUA FRIA (PANDALUS SPP.) INTEIROS, CONGELADOS",117.266,3496.92
OP-1000282,2024-09,31021010,FRANCA,UREIA AGRICOLA FERTILIZANTE GRANULADA COM TEOR MINIMO DE 46% DE NITROGENIO TOTAL EMBALAGEM BIG BAG DE 1000 KG EMBALAGEM PADRAO PALETIZADA,86426.765,33674.39
OP-1000293,2024-11,52083200,JAPAO,TECIDO DE ALGODAO 100% TINTO EM LONA LIGAMENTO TELA LARGURA 1.60 M GRAMATURA 280 G/M2 DESTINADO A CONFECCAO EMBALAGEM PADRAO PALETIZADA,563.748,3550.5
OP-1000202,2024-12,30042099,JAPAO,ANTIBIOTICO CEFTIOFUR SODICO ESTERIL PO PARA SUSPENSAO INJETAVEL USO VETERINARIO FRASCO 4G LOTE 717/22,0.079,15.32
OP-1000026,2023-11,84818099,CHINA,VALVULA DE RETENCAO DE FLUXO REF VRET-12 EM BRONZE CONEXAO ROSCADA 1/2 POLEGADA NPT,0.918,36.33
OP-1000050,2024-12,84821010,MEXICO,ROLAMENTO DE ESFERAS RADIAL DE UMA CARREIRA REF 6205-2RS DIMENSAO 25X52X15 MM FOLGA C3 PARA MOTOR ELETRICO EMBALAGEM PADRAO PALETIZADA,0.168,8.66
OP-1000122,2024-03,85423919,ESTADOS UNIDOS,AMPLIFICADOR OPERACIONAL DE BAIXO RUIDO DUPLO TIPO SOIC-8 ALIMENTACAO 5V A 15V LOTE 763/22,0.001,1.25
OP-1000153,2024-04,85365090,JAPAO,INTERRUPTOR SECCIONADOR ROTATIVO TRIPOLAR 63A 690V FIXACAO FRONTAL IP65 COM MANOPLA TRAVAVEL,0.299,44.3
OP-1000145,2024-07,85044021,CHINA,FONTE DE ALIMENTACAO CHAVEADA AC/DC ENTRADA 100-240V SAIDA 24VDC 10A 240W MODELO HDR-240-24 TRILHO DIN,0.558,59.65
OP-1000339,2023-11,09011110,INDIA,CAFE CRU EM GRAO NAO DESCAFEINADO TIPO ARABICA SAFRA RECENTE SACAS DE JUTA DE 60 KG EMBALAGEM PADRAO PALETIZADA,29126.081,58362.29
OP-1000136,2024-10,85044021,MEXICO,FONTE DE ALIMENTACAO CHAVEADA AC/DC ENTRADA 100-240V SAIDA 24VDC 10A 240W MODELO HDR-240-24 TRILHO DIN LOTE 274/22,0.645,50.46
